encounter_id,party_size,party_level,monster_count,monster_name,monster_challenge_rating,encounter_description,feasibility_label
encounter_243,2,7,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 2 adventurers at level 7.,Not Possible
encounter_1161,2,19,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_2871,4,18,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_3736,5,3,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_2398,1,12,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 1 adventurers at level 12.,Not Possible
encounter_3518,4,13,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_3422,2,19,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_2564,3,2,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_1606,4,13,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_4829,1,9,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 1 adventurers at level 9.,Not Possible
encounter_2325,4,9,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_2710,3,14,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_4399,2,8,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_1313,3,14,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_3449,4,2,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 4 adventurers at level 2.,Not Possible
encounter_3813,3,4,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 3 adventurers at level 4.,Possible
encounter_4656,2,9,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_2363,2,18,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 2 adventurers at level 18.,Not Possible
encounter_1976,3,16,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 3 adventurers at level 16.,Possible
encounter_3515,5,13,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_1762,4,12,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 4 adventurers at level 12.,Possible
encounter_2740,5,18,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_4845,3,2,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_2473,5,2,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 5 adventurers at level 2.,Possible
encounter_4008,4,16,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 4 adventurers at level 16.,Possible
encounter_1494,4,13,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_4207,4,14,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_2159,5,16,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_1170,2,19,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_4517,1,8,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 1 adventurers at level 8.,Not Possible
encounter_233,4,17,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_67,5,12,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_1604,3,18,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 3 adventurers at level 18.,Possible
encounter_3284,5,7,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_3597,3,16,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 3 adventurers at level 16.,Possible
encounter_126,5,3,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_1297,2,13,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 2 adventurers at level 13.,Possible
encounter_1977,4,11,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 4 adventurers at level 11.,Not Possible
encounter_4518,2,8,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 2 adventurers at level 8.,Not Possible
encounter_4482,5,10,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 5 adventurers at level 10.,Possible
encounter_2076,1,15,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_3087,4,13,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_4346,5,13,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_3346,3,7,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_4465,4,4,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 4.,Not Possible
encounter_2798,5,10,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 5 adventurers at level 10.,Possible
encounter_919,1,13,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 1 adventurers at level 13.,Not Possible
encounter_1647,4,15,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 4 adventurers at level 15.,Possible
encounter_365,3,9,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 3 adventurers at level 9.,Possible
encounter_3288,4,3,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 4 adventurers at level 3.,Possible
encounter_2126,4,9,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_4124,3,5,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 3 adventurers at level 5.,Possible
encounter_526,2,3,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_56,4,15,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 4 adventurers at level 15.,Possible
encounter_639,3,12,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 3 adventurers at level 12.,Possible
encounter_303,1,6,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 1 adventurers at level 6.,Possible
encounter_2767,2,15,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_1277,1,1,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 1 adventurers at level 1.,Possible
encounter_2056,2,14,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_3645,5,11,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_4144,4,4,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 4 adventurers at level 4.,Not Possible
encounter_2879,5,16,7,Orc,0.5,A group of 7 Orc(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_4203,3,1,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 3 adventurers at level 1.,Not Possible
encounter_2287,1,17,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 1 adventurers at level 17.,Not Possible
encounter_2262,2,4,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_2297,4,8,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 4 adventurers at level 8.,Not Possible
encounter_1754,5,16,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_1969,5,3,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 5 adventurers at level 3.,Not Possible
encounter_4352,3,11,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_3118,3,9,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 3 adventurers at level 9.,Not Possible
encounter_2394,5,19,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_524,1,13,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 1 adventurers at level 13.,Possible
encounter_3901,2,8,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_3123,5,6,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_4157,1,4,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 1 adventurers at level 4.,Not Possible
encounter_1970,1,6,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 1 adventurers at level 6.,Possible
encounter_672,3,8,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 3 adventurers at level 8.,Possible
encounter_4189,5,18,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_667,5,4,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_4339,2,12,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 2 adventurers at level 12.,Possible
encounter_1888,4,2,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 4 adventurers at level 2.,Possible
encounter_3267,1,11,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 1 adventurers at level 11.,Possible
encounter_281,4,7,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 4 adventurers at level 7.,Possible
encounter_1720,2,13,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 2 adventurers at level 13.,Possible
encounter_2948,5,6,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_900,5,9,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_4851,2,15,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_761,2,9,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_1907,3,7,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_4043,5,12,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_3824,4,17,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_4139,4,3,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 4 adventurers at level 3.,Possible
encounter_3819,2,4,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_4301,3,9,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 3 adventurers at level 9.,Possible
encounter_2594,4,13,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_4165,4,5,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_3032,4,4,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_3580,3,2,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_2833,4,14,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_3473,1,12,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 1 adventurers at level 12.,Not Possible
encounter_138,1,15,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_2181,1,11,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 1 adventurers at level 11.,Not Possible
encounter_2129,5,6,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_3178,4,12,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 4 adventurers at level 12.,Possible
encounter_4368,1,1,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 1 adventurers at level 1.,Not Possible
encounter_4262,5,13,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_4345,5,2,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 5 adventurers at level 2.,Not Possible
encounter_1332,2,9,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_2018,3,11,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_2483,1,3,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 1 adventurers at level 3.,Not Possible
encounter_1359,1,11,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 1 adventurers at level 11.,Possible
encounter_1330,2,12,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 2 adventurers at level 12.,Possible
encounter_2151,1,13,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 1 adventurers at level 13.,Possible
encounter_2123,1,11,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 1 adventurers at level 11.,Possible
encounter_3982,5,8,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 5 adventurers at level 8.,Possible
encounter_1253,5,4,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_3279,1,15,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_3375,3,13,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_2815,1,6,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 1 adventurers at level 6.,Not Possible
encounter_1849,1,1,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 1 adventurers at level 1.,Not Possible
encounter_3038,5,14,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_389,1,18,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 1 adventurers at level 18.,Possible
encounter_236,4,13,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_1078,4,17,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_1985,1,3,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 1 adventurers at level 3.,Possible
encounter_4364,2,3,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 2 adventurers at level 3.,Not Possible
encounter_3963,5,11,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_771,5,16,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_2166,2,15,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_674,4,19,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 4 adventurers at level 19.,Possible
encounter_250,5,4,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 5 adventurers at level 4.,Not Possible
encounter_1575,3,18,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 3 adventurers at level 18.,Possible
encounter_3420,3,2,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_2082,1,6,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 1 adventurers at level 6.,Not Possible
encounter_1824,2,14,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_717,2,4,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_4669,4,7,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 7.,Not Possible
encounter_2049,4,18,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_4179,3,17,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_2725,3,7,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 3 adventurers at level 7.,Not Possible
encounter_4522,2,8,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_1461,4,2,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 4 adventurers at level 2.,Possible
encounter_1669,2,3,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_2757,5,3,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_2001,5,11,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_405,2,13,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 2 adventurers at level 13.,Possible
encounter_385,5,14,7,Orc,0.5,A group of 7 Orc(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_4536,5,17,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_2153,3,12,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 12.,Possible
encounter_1634,5,11,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_4587,3,16,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 3 adventurers at level 16.,Possible
encounter_3926,5,3,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_4159,1,17,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 1 adventurers at level 17.,Possible
encounter_224,2,15,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 2 adventurers at level 15.,Not Possible
encounter_2194,5,19,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_3137,3,7,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 3 adventurers at level 7.,Not Possible
encounter_1825,5,3,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_4601,3,10,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 10.,Possible
encounter_798,1,1,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 1.,Not Possible
encounter_2872,5,5,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_10,1,15,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_1945,5,19,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_1839,3,13,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 3 adventurers at level 13.,Not Possible
encounter_256,3,12,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 3 adventurers at level 12.,Possible
encounter_4509,4,18,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 4 adventurers at level 18.,Not Possible
encounter_1582,4,13,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_2957,1,9,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 1 adventurers at level 9.,Not Possible
encounter_925,3,18,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 3 adventurers at level 18.,Not Possible
encounter_4430,3,9,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 3 adventurers at level 9.,Possible
encounter_2509,1,7,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_3776,3,5,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 3 adventurers at level 5.,Possible
encounter_4137,1,19,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 1 adventurers at level 19.,Not Possible
encounter_2780,4,3,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 4 adventurers at level 3.,Possible
encounter_540,3,9,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 3 adventurers at level 9.,Possible
encounter_2746,2,13,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 2 adventurers at level 13.,Not Possible
encounter_4499,3,2,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 3 adventurers at level 2.,Possible
encounter_4572,3,16,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 3 adventurers at level 16.,Possible
encounter_1146,5,9,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_668,2,17,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 2 adventurers at level 17.,Not Possible
encounter_3020,5,15,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_358,4,19,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 4 adventurers at level 19.,Possible
encounter_2832,5,15,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_2784,1,10,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 1 adventurers at level 10.,Not Possible
encounter_1354,1,5,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 1 adventurers at level 5.,Not Possible
encounter_471,4,11,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_2704,2,16,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 2 adventurers at level 16.,Possible
encounter_3331,2,3,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_3638,1,13,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 1 adventurers at level 13.,Not Possible
encounter_1397,3,7,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_3585,1,1,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 1 adventurers at level 1.,Not Possible
encounter_4487,5,9,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_3377,2,1,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 2 adventurers at level 1.,Not Possible
encounter_1257,4,1,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 4 adventurers at level 1.,Possible
encounter_3513,5,18,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_1251,3,8,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 3 adventurers at level 8.,Possible
encounter_4808,3,13,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_4299,3,6,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 3 adventurers at level 6.,Possible
encounter_3285,1,12,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 1 adventurers at level 12.,Possible
encounter_2934,1,7,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_4176,2,8,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_1853,3,6,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 3 adventurers at level 6.,Not Possible
encounter_4870,5,5,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 5 adventurers at level 5.,Not Possible
encounter_2106,3,6,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 6.,Possible
encounter_134,3,3,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 3 adventurers at level 3.,Possible
encounter_929,4,5,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_824,1,18,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 1 adventurers at level 18.,Possible
encounter_4544,5,14,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_1532,3,15,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 3 adventurers at level 15.,Possible
encounter_1215,3,4,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 3 adventurers at level 4.,Not Possible
encounter_505,1,8,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 1 adventurers at level 8.,Not Possible
encounter_4286,3,15,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 3 adventurers at level 15.,Possible
encounter_1997,4,1,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 4 adventurers at level 1.,Possible
encounter_3073,1,6,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 1 adventurers at level 6.,Possible
encounter_1959,1,14,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 1 adventurers at level 14.,Not Possible
encounter_1385,2,18,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 18.,Possible
encounter_895,1,17,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 1 adventurers at level 17.,Not Possible
encounter_456,2,8,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_4880,1,10,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 1 adventurers at level 10.,Not Possible
encounter_3710,2,7,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 7.,Possible
encounter_4619,2,15,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_4269,2,7,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 2 adventurers at level 7.,Not Possible
encounter_3523,2,17,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_4135,4,19,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 4 adventurers at level 19.,Possible
encounter_3603,3,17,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_714,3,7,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_4187,5,12,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_2215,2,4,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_2924,4,14,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_1811,3,18,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 3 adventurers at level 18.,Not Possible
encounter_3487,3,11,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_3142,3,18,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 3 adventurers at level 18.,Possible
encounter_1828,5,6,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_1156,3,14,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_1325,2,12,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 2 adventurers at level 12.,Possible
encounter_4313,4,15,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 4 adventurers at level 15.,Possible
